1 2 3 4 5 6 7 - Even
3 1 5 7 6 2 4 - Odd
3 1 5 7 6 4 2 - Even
3 1 6 2 4 5 7 - Odd
3 1 6 2 4 7 5 - Even
3 1 6 2 5 4 7 - Even
3 1 6 2 5 7 4 - Odd
3 1 6 2 7 4 5 - Odd
3 1 6 2 7 5 4 - Even
3 1 6 4 2 5 7 - Even
3 1 6 4 2 7 5 - Odd
3 1 6 4 5 2 7 - Odd
3 1 6 4 5 7 2 - Even
3 1 6 4 7 2 5 - Even
3 1 6 4 7 5 2 - Odd
3 1 6 5 2 4 7 - Odd
3 1 6 5 2 7 4 - Even
3 1 6 5 4 2 7 - Even
3 1 6 5 4 7 2 - Odd
3 1 6 5 7 2 4 - Odd
3 1 6 5 7 4 2 - Even
3 1 6 7 2 4 5 - Even
3 1 6 7 2 5 4 - Odd
3 1 6 7 4 2 5 - Odd
3 1 6 7 4 5 2 - Even
3 1 6 7 5 2 4 - Even
3 1 6 7 5 4 2 - Odd
3 1 7 2 4 5 6 - Even
3 1 7 2 4 6 5 - Odd
3 1 7 2 5 4 6 - Odd
3 1 7 2 5 6 4 - Even
3 1 7 2 6 4 5 - Even
3 1 7 2 6 5 4 - Odd
3 1 7 4 2 5 6 - Odd
3 1 7 4 2 6 5 - Even
3 1 7 4 5 2 6 - Even
3 1 7 4 5 6 2 - Odd
3 1 7 4 6 2 5 - Odd
3 1 7 4 6 5 2 - Even
3 1 7 5 2 4 6 - Even
3 1 7 5 2 6 4 - Odd
3 1 7 5 4 2 6 - Odd
3 1 7 5 4 6 2 - Even
3 1 7 5 6 2 4 - Even
3 1 7 5 6 4 2 - Odd
3 1 7 6 2 4 5 - Odd
3 1 7 6 2 5 4 - Even
3 1 7 6 4 2 5 - Even
3 1 7 6 4 5 2 - Odd
3 1 7 6 5 2 4 - Odd
3 1 7 6 5 4 2 - Even
3 2 1 4 5 6 7 - Odd
3 2 1 4 5 7 6 - Even
3 2 1 4 6 5 7 - Even
3 2 1 4 6 7 5 - Odd
3 2 1 4 7 5 6 - Odd
3 2 1 4 7 6 5 - Even
3 2 1 5 4 6 7 - Even
3 2 1 5 4 7 6 - Odd
3 2 1 5 6 4 7 - Odd
3 2 1 5 6 7 4 - Even
3 2 1 5 7 4 6 - Even
3 2 1 5 7 6 4 - Odd
3 2 1 6 4 5 7 - Odd
3 2 1 6 4 7 5 - Even
3 2 1 6 5 4 7 - Even
3 2 1 6 5 7 4 - Odd
3 2 1 6 7 4 5 - Odd
3 2 1 6 7 5 4 - Even
3 2 1 7 4 5 6 - Even
3 2 1 7 4 6 5 - Odd
3 2 1 7 5 4 6 - Odd
3 2 1 7 5 6 4 - Even
3 2 1 7 6 4 5 - Even
3 2 1 7 6 5 4 - Odd
3 2 4 1 5 6 7 - Even
3 2 4 1 5 7 6 - Odd
3 2 4 1 6 5 7 - Odd
3 2 4 1 6 7 5 - Even
3 2 4 1 7 5 6 - Even
3 2 4 1 7 6 5 - Odd
3 2 4 5 1 6 7 - Odd
3 2 4 5 1 7 6 - Even
3 2 4 5 6 1 7 - Even
3 2 4 5 6 7 1 - Odd
3 2 4 5 7 1 6 - Odd
3 2 4 5 7 6 1 - Even
3 2 4 6 1 5 7 - Even
3 2 4 6 1 7 5 - Odd
3 2 4 6 5 1 7 - Odd
3 2 4 6 5 7 1 - Even
3 2 4 6 7 1 5 - Even
3 2 4 6 7 5 1 - Odd
3 2 4 7 1 5 6 - Odd
3 2 4 7 1 6 5 - Even
3 2 4 7 5 1 6 - Even
3 2 4 7 5 6 1 - Odd
3 2 4 7 6 1 5 - Odd
3 2 4 7 6 5 1 - Even
3 2 5 1 4 6 7 - Odd
3 2 5 1 4 7 6 - Even
3 2 5 1 6 4 7 - Even
3 2 5 1 6 7 4 - Odd
3 2 5 1 7 4 6 - Odd
3 2 5 1 7 6 4 - Even
3 2 5 4 1 6 7 - Even
3 2 5 4 1 7 6 - Odd
3 2 5 4 6 1 7 - Odd
3 2 5 4 6 7 1 - Even
3 2 5 4 7 1 6 - Even
3 2 5 4 7 6 1 - Odd
3 2 5 6 1 4 7 - Odd
3 2 5 6 1 7 4 - Even
3 2 5 6 4 1 7 - Even
3 2 5 6 4 7 1 - Odd
3 2 5 6 7 1 4 - Odd
3 2 5 6 7 4 1 - Even
3 2 5 7 1 4 6 - Even
3 2 5 7 1 6 4 - Odd
3 2 5 7 4 1 6 - Odd
3 2 5 7 4 6 1 - Even
3 2 5 7 6 1 4 - Even
3 2 5 7 6 4 1 - Odd
3 2 6 1 4 5 7 - Even
3 2 6 1 4 7 5 - Odd
3 2 6 1 5 4 7 - Odd
3 2 6 1 5 7 4 - Even
3 2 6 1 7 4 5 - Even
3 2 6 1 7 5 4 - Odd
3 2 6 4 1 5 7 - Odd
3 2 6 4 1 7 5 - Even
3 2 6 4 5 1 7 - Even
3 2 6 4 5 7 1 - Odd
3 2 6 4 7 1 5 - Odd
3 2 6 4 7 5 1 - Even
3 2 6 5 1 4 7 - Even
3 2 6 5 1 7 4 - Odd
3 2 6 5 4 1 7 - Odd
3 2 6 5 4 7 1 - Even
3 2 6 5 7 1 4 - Even
3 2 6 5 7 4 1 - Odd
3 2 6 7 1 4 5 - Odd
3 2 6 7 1 5 4 - Even
3 2 6 7 4 1 5 - Even
3 2 6 7 4 5 1 - Odd
3 2 6 7 5 1 4 - Odd
3 2 6 7 5 4 1 - Even
3 2 7 1 4 5 6 - Odd
3 2 7 1 4 6 5 - Even
3 2 7 1 5 4 6 - Even
3 2 7 1 5 6 4 - Odd
3 2 7 1 6 4 5 - Odd
3 2 7 1 6 5 4 - Even
3 2 7 4 1 5 6 - Even
3 2 7 4 1 6 5 - Odd
3 2 7 4 5 1 6 - Odd
3 2 7 4 5 6 1 - Even
3 2 7 4 6 1 5 - Even
3 2 7 4 6 5 1 - Odd
3 2 7 5 1 4 6 - Odd
3 2 7 5 1 6 4 - Even
3 2 7 5 4 1 6 - Even
3 2 7 5 4 6 1 - Odd
3 2 7 5 6 1 4 - Odd
3 2 7 5 6 4 1 - Even
3 2 7 6 1 4 5 - Even
3 2 7 6 1 5 4 - Odd
3 2 7 6 4 1 5 - Odd
3 2 7 6 4 5 1 - Even
3 2 7 6 5 1 4 - Even
3 2 7 6 5 4 1 - Odd
3 4 1 2 5 6 7 - Even
3 4 1 2 5 7 6 - Odd
3 4 1 2 6 5 7 - Odd
3 4 1 2 6 7 5 - Even
3 4 1 2 7 5 6 - Even
3 4 1 2 7 6 5 - Odd
3 4 1 5 2 6 7 - Odd
3 4 1 5 2 7 6 - Even
3 4 1 5 6 2 7 - Even
3 4 1 5 6 7 2 - Odd
3 4 1 5 7 2 6 - Odd
3 4 1 5 7 6 2 - Even
3 4 1 6 2 5 7 - Even
3 4 1 6 2 7 5 - Odd
3 4 1 6 5 2 7 - Odd
3 4 1 6 5 7 2 - Even
3 4 1 6 7 2 5 - Even
3 4 1 6 7 5 2 - Odd
3 4 1 7 2 5 6 - Odd
3 4 1 7 2 6 5 - Even
3 4 1 7 5 2 6 - Even
3 4 1 7 5 6 2 - Odd
3 4 1 7 6 2 5 - Odd
3 4 1 7 6 5 2 - Even
3 4 2 1 5 6 7 - Odd
3 4 2 1 5 7 6 - Even
3 4 2 1 6 5 7 - Even
3 4 2 1 6 7 5 - Odd
3 4 2 1 7 5 6 - Odd
3 4 2 1 7 6 5 - Even
3 4 2 5 1 6 7 - Even
3 4 2 5 1 7 6 - Odd
3 4 2 5 6 1 7 - Odd
3 4 2 5 6 7 1 - Even
3 4 2 5 7 1 6 - Even
3 4 2 5 7 6 1 - Odd
3 4 2 6 1 5 7 - Odd
3 4 2 6 1 7 5 - Even
3 4 2 6 5 1 7 - Even
3 4 2 6 5 7 1 - Odd
3 4 2 6 7 1 5 - Odd
3 4 2 6 7 5 1 - Even
3 4 2 7 1 5 6 - Even
3 4 2 7 1 6 5 - Odd
3 4 2 7 5 1 6 - Odd
3 4 2 7 5 6 1 - Even
3 4 2 7 6 1 5 - Even
3 4 2 7 6 5 1 - Odd
3 4 5 1 2 6 7 - Even
3 4 5 1 2 7 6 - Odd
3 4 5 1 6 2 7 - Odd
3 4 5 1 6 7 2 - Even
3 4 5 1 7 2 6 - Even
3 4 5 1 7 6 2 - Odd
3 4 5 2 1 6 7 - Odd
3 4 5 2 1 7 6 - Even
3 4 5 2 6 1 7 - Even
3 4 5 2 6 7 1 - Odd
3 4 5 2 7 1 6 - Odd
3 4 5 2 7 6 1 - Even
3 4 5 6 1 2 7 - Even
3 4 5 6 1 7 2 - Odd
3 4 5 6 2 1 7 - Odd
3 4 5 6 2 7 1 - Even
3 4 5 6 7 1 2 - Even
3 4 5 6 7 2 1 - Odd
3 4 5 7 1 2 6 - Odd
3 4 5 7 1 6 2 - Even
3 4 5 7 2 1 6 - Even
3 4 5 7 2 6 1 - Odd
3 4 5 7 6 1 2 - Odd
3 4 5 7 6 2 1 - Even
3 4 6 1 2 5 7 - Odd
3 4 6 1 2 7 5 - Even
3 4 6 1 5 2 7 - Even
3 4 6 1 5 7 2 - Odd
3 4 6 1 7 2 5 - Odd
3 4 6 1 7 5 2 - Even
3 4 6 2 1 5 7 - Even
3 4 6 2 1 7 5 - Odd
3 4 6 2 5 1 7 - Odd
3 4 6 2 5 7 1 - Even
3 4 6 2 7 1 5 - Even
3 4 6 2 7 5 1 - Odd
3 4 6 5 1 2 7 - Odd
3 4 6 5 1 7 2 - Even
3 4 6 5 2 1 7 - Even
3 4 6 5 2 7 1 - Odd
3 4 6 5 7 1 2 - Odd
3 4 6 5 7 2 1 - Even
3 4 6 7 1 2 5 - Even
3 4 6 7 1 5 2 - Odd
3 4 6 7 2 1 5 - Odd
3 4 6 7 2 5 1 - Even
3 4 6 7 5 1 2 - Even
3 4 6 7 5 2 1 - Odd
3 4 7 1 2 5 6 - Even
3 4 7 1 2 6 5 - Odd
3 4 7 1 5 2 6 - Odd
3 4 7 1 5 6 2 - Even
3 4 7 1 6 2 5 - Even
3 4 7 1 6 5 2 - Odd
3 4 7 2 1 5 6 - Odd
3 4 7 2 1 6 5 - Even
3 4 7 2 5 1 6 - Even
3 4 7 2 5 6 1 - Odd
3 4 7 2 6 1 5 - Odd
3 4 7 2 6 5 1 - Even
3 4 7 5 1 2 6 - Even
3 4 7 5 1 6 2 - Odd
3 4 7 5 2 1 6 - Odd
3 4 7 5 2 6 1 - Even
3 4 7 5 6 1 2 - Even
3 4 7 5 6 2 1 - Odd
3 4 7 6 1 2 5 - Odd
3 4 7 6 1 5 2 - Even
3 4 7 6 2 1 5 - Even
3 4 7 6 2 5 1 - Odd
3 4 7 6 5 1 2 - Odd
3 4 7 6 5 2 1 - Even
3 5 1 2 4 6 7 - Odd
3 5 1 2 4 7 6 - Even
3 5 1 2 6 4 7 - Even
3 5 1 2 6 7 4 - Odd
3 5 1 2 7 4 6 - Odd
3 5 1 2 7 6 4 - Even
3 5 1 4 2 6 7 - Even
3 5 1 4 2 7 6 - Odd
3 5 1 4 6 2 7 - Odd
3 5 1 4 6 7 2 - Even
3 5 1 4 7 2 6 - Even
3 5 1 4 7 6 2 - Odd
3 5 1 6 2 4 7 - Odd
3 5 1 6 2 7 4 - Even
3 5 1 6 4 2 7 - Even
3 5 1 6 4 7 2 - Odd
3 5 1 6 7 2 4 - Odd
3 5 1 6 7 4 2 - Even
3 5 1 7 2 4 6 - Even
3 5 1 7 2 6 4 - Odd
3 5 1 7 4 2 6 - Odd
3 5 1 7 4 6 2 - Even
3 5 1 7 6 2 4 - Even
3 5 1 7 6 4 2 - Odd
3 5 2 1 4 6 7 - Even
3 5 2 1 4 7 6 - Odd
3 5 2 1 6 4 7 - Odd
3 5 2 1 6 7 4 - Even
3 5 2 1 7 4 6 - Even
3 5 2 1 7 6 4 - Odd
3 5 2 4 1 6 7 - Odd
3 5 2 4 1 7 6 - Even
3 5 2 4 6 1 7 - Even
3 5 2 4 6 7 1 - Odd
3 5 2 4 7 1 6 - Odd
3 5 2 4 7 6 1 - Even
3 5 2 6 1 4 7 - Even
3 5 2 6 1 7 4 - Odd
3 5 2 6 4 1 7 - Odd
3 5 2 6 4 7 1 - Even
3 5 2 6 7 1 4 - Even
3 5 2 6 7 4 1 - Odd
3 5 2 7 1 4 6 - Odd
3 5 2 7 1 6 4 - Even
3 5 2 7 4 1 6 - Even
3 5 2 7 4 6 1 - Odd
3 5 2 7 6 1 4 - Odd
3 5 2 7 6 4 1 - Even
3 5 4 1 2 6 7 - Odd
3 5 4 1 2 7 6 - Even
3 5 4 1 6 2 7 - Even
3 5 4 1 6 7 2 - Odd
3 5 4 1 7 2 6 - Odd
3 5 4 1 7 6 2 - Even
3 5 4 2 1 6 7 - Even
3 5 4 2 1 7 6 - Odd
3 5 4 2 6 1 7 - Odd
3 5 4 2 6 7 1 - Even
3 5 4 2 7 1 6 - Even
3 5 4 2 7 6 1 - Odd
3 5 4 6 1 2 7 - Odd
3 5 4 6 1 7 2 - Even
3 5 4 6 2 1 7 - Even
3 5 4 6 2 7 1 - Odd
3 5 4 6 7 1 2 - Odd
3 5 4 6 7 2 1 - Even
3 5 4 7 1 2 6 - Even
3 5 4 7 1 6 2 - Odd
3 5 4 7 2 1 6 - Odd
3 5 4 7 2 6 1 - Even
3 5 4 7 6 1 2 - Even
3 5 4 7 6 2 1 - Odd
3 5 6 1 2 4 7 - Even
3 5 6 1 2 7 4 - Odd
3 5 6 1 4 2 7 - Odd
3 5 6 1 4 7 2 - Even
3 5 6 1 7 2 4 - Even
3 5 6 1 7 4 2 - Odd
3 5 6 2 1 4 7 - Odd
3 5 6 2 1 7 4 - Even
3 5 6 2 4 1 7 - Even
3 5 6 2 4 7 1 - Odd
3 5 6 2 7 1 4 - Odd
3 5 6 2 7 4 1 - Even
3 5 6 4 1 2 7 - Even
3 5 6 4 1 7 2 - Odd
3 5 6 4 2 1 7 - Odd
3 5 6 4 2 7 1 - Even
3 5 6 4 7 1 2 - Even
3 5 6 4 7 2 1 - Odd
3 5 6 7 1 2 4 - Odd
3 5 6 7 1 4 2 - Even
3 5 6 7 2 1 4 - Even
3 5 6 7 2 4 1 - Odd
3 5 6 7 4 1 2 - Odd
3 5 6 7 4 2 1 - Even
3 5 7 1 2 4 6 - Odd
3 5 7 1 2 6 4 - Even
3 5 7 1 4 2 6 - Even
3 5 7 1 4 6 2 - Odd
3 5 7 1 6 2 4 - Odd
3 5 7 1 6 4 2 - Even
3 5 7 2 1 4 6 - Even
3 5 7 2 1 6 4 - Odd
3 5 7 2 4 1 6 - Odd
3 5 7 2 4 6 1 - Even
3 5 7 2 6 1 4 - Even
3 5 7 2 6 4 1 - Odd
3 5 7 4 1 2 6 - Odd
3 5 7 4 1 6 2 - Even
3 5 7 4 2 1 6 - Even
3 5 7 4 2 6 1 - Odd
3 5 7 4 6 1 2 - Odd
3 5 7 4 6 2 1 - Even
3 5 7 6 1 2 4 - Even
3 5 7 6 1 4 2 - Odd
3 5 7 6 2 1 4 - Odd
3 5 7 6 2 4 1 - Even
3 5 7 6 4 1 2 - Even
3 5 7 6 4 2 1 - Odd
3 6 1 2 4 5 7 - Even
3 6 1 2 4 7 5 - Odd
3 6 1 2 5 4 7 - Odd
3 6 1 2 5 7 4 - Even
3 6 1 2 7 4 5 - Even
3 6 1 2 7 5 4 - Odd
3 6 1 4 2 5 7 - Odd
3 6 1 4 2 7 5 - Even
3 6 1 4 5 2 7 - Even
3 6 1 4 5 7 2 - Odd
3 6 1 4 7 2 5 - Odd
3 6 1 4 7 5 2 - Even
3 6 1 5 2 4 7 - Even
3 6 1 5 2 7 4 - Odd
3 6 1 5 4 2 7 - Odd
3 6 1 5 4 7 2 - Even
3 6 1 5 7 2 4 - Even
3 6 1 5 7 4 2 - Odd
3 6 1 7 2 4 5 - Odd
3 6 1 7 2 5 4 - Even
3 6 1 7 4 2 5 - Even
3 6 1 7 4 5 2 - Odd
3 6 1 7 5 2 4 - Odd
3 6 1 7 5 4 2 - Even
3 6 2 1 4 5 7 - Odd
3 6 2 1 4 7 5 - Even
3 6 2 1 5 4 7 - Even
3 6 2 1 5 7 4 - Odd
3 6 2 1 7 4 5 - Odd
3 6 2 1 7 5 4 - Even
3 6 2 4 1 5 7 - Even
3 6 2 4 1 7 5 - Odd
3 6 2 4 5 1 7 - Odd
3 6 2 4 5 7 1 - Even
3 6 2 4 7 1 5 - Even
3 6 2 4 7 5 1 - Odd
3 6 2 5 1 4 7 - Odd
3 6 2 5 1 7 4 - Even
3 6 2 5 4 1 7 - Even
3 6 2 5 4 7 1 - Odd
3 6 2 5 7 1 4 - Odd
3 6 2 5 7 4 1 - Even
3 6 2 7 1 4 5 - Even
3 6 2 7 1 5 4 - Odd
3 6 2 7 4 1 5 - Odd
3 6 2 7 4 5 1 - Even
3 6 2 7 5 1 4 - Even
3 6 2 7 5 4 1 - Odd
3 6 4 1 2 5 7 - Even
3 6 4 1 2 7 5 - Odd
3 6 4 1 5 2 7 - Odd
3 6 4 1 5 7 2 - Even
3 6 4 1 7 2 5 - Even
3 6 4 1 7 5 2 - Odd
3 6 4 2 1 5 7 - Odd
3 6 4 2 1 7 5 - Even
3 6 4 2 5 1 7 - Even
3 6 4 2 5 7 1 - Odd
3 6 4 2 7 1 5 - Odd
3 6 4 2 7 5 1 - Even
3 6 4 5 1 2 7 - Even
3 6 4 5 1 7 2 - Odd
3 6 4 5 2 1 7 - Odd
3 6 4 5 2 7 1 - Even
3 6 4 5 7 1 2 - Even
3 6 4 5 7 2 1 - Odd
3 6 4 7 1 2 5 - Odd
3 6 4 7 1 5 2 - Even
3 6 4 7 2 1 5 - Even
3 6 4 7 2 5 1 - Odd
3 6 4 7 5 1 2 - Odd
3 6 4 7 5 2 1 - Even
3 6 5 1 2 4 7 - Odd
3 6 5 1 2 7 4 - Even
3 6 5 1 4 2 7 - Even
3 6 5 1 4 7 2 - Odd
3 6 5 1 7 2 4 - Odd
3 6 5 1 7 4 2 - Even
3 6 5 2 1 4 7 - Even
3 6 5 2 1 7 4 - Odd
3 6 5 2 4 1 7 - Odd
3 6 5 2 4 7 1 - Even
3 6 5 2 7 1 4 - Even
3 6 5 2 7 4 1 - Odd
3 6 5 4 1 2 7 - Odd
3 6 5 4 1 7 2 - Even
3 6 5 4 2 1 7 - Even
3 6 5 4 2 7 1 - Odd
3 6 5 4 7 1 2 - Odd
3 6 5 4 7 2 1 - Even
3 6 5 7 1 2 4 - Even
3 6 5 7 1 4 2 - Odd
3 6 5 7 2 1 4 - Odd
3 6 5 7 2 4 1 - Even
3 6 5 7 4 1 2 - Even
3 6 5 7 4 2 1 - Odd
3 6 7 1 2 4 5 - Even
3 6 7 1 2 5 4 - Odd
3 6 7 1 4 2 5 - Odd
3 6 7 1 4 5 2 - Even
3 6 7 1 5 2 4 - Even
3 6 7 1 5 4 2 - Odd
3 6 7 2 1 4 5 - Odd
3 6 7 2 1 5 4 - Even
3 6 7 2 4 1 5 - Even
3 6 7 2 4 5 1 - Odd
3 6 7 2 5 1 4 - Odd
3 6 7 2 5 4 1 - Even
3 6 7 4 1 2 5 - Even
3 6 7 4 1 5 2 - Odd
3 6 7 4 2 1 5 - Odd
3 6 7 4 2 5 1 - Even
3 6 7 4 5 1 2 - Even
3 6 7 4 5 2 1 - Odd
3 6 7 5 1 2 4 - Odd
3 6 7 5 1 4 2 - Even
3 6 7 5 2 1 4 - Even
3 6 7 5 2 4 1 - Odd
3 6 7 5 4 1 2 - Odd
3 6 7 5 4 2 1 - Even
3 7 1 2 4 5 6 - Odd
3 7 1 2 4 6 5 - Even
3 7 1 2 5 4 6 - Even
3 7 1 2 5 6 4 - Odd
3 7 1 2 6 4 5 - Odd
3 7 1 2 6 5 4 - Even
3 7 1 4 2 5 6 - Even
3 7 1 4 2 6 5 - Odd
3 7 1 4 5 2 6 - Odd
3 7 1 4 5 6 2 - Even
3 7 1 4 6 2 5 - Even
3 7 1 4 6 5 2 - Odd
3 7 1 5 2 4 6 - Odd
3 7 1 5 2 6 4 - Even
3 7 1 5 4 2 6 - Even
3 7 1 5 4 6 2 - Odd
3 7 1 5 6 2 4 - Odd
3 7 1 5 6 4 2 - Even
3 7 1 6 2 4 5 - Even
3 7 1 6 2 5 4 - Odd
3 7 1 6 4 2 5 - Odd
3 7 1 6 4 5 2 - Even
3 7 1 6 5 2 4 - Even
3 7 1 6 5 4 2 - Odd
3 7 2 1 4 5 6 - Even
3 7 2 1 4 6 5 - Odd
3 7 2 1 5 4 6 - Odd
3 7 2 1 5 6 4 - Even
3 7 2 1 6 4 5 - Even
3 7 2 1 6 5 4 - Odd
3 7 2 4 1 5 6 - Odd
3 7 2 4 1 6 5 - Even
3 7 2 4 5 1 6 - Even
3 7 2 4 5 6 1 - Odd
3 7 2 4 6 1 5 - Odd
3 7 2 4 6 5 1 - Even
3 7 2 5 1 4 6 - Even
3 7 2 5 1 6 4 - Odd
3 7 2 5 4 1 6 - Odd
3 7 2 5 4 6 1 - Even
3 7 2 5 6 1 4 - Even
3 7 2 5 6 4 1 - Odd
3 7 2 6 1 4 5 - Odd
3 7 2 6 1 5 4 - Even
3 7 2 6 4 1 5 - Even
3 7 2 6 4 5 1 - Odd
3 7 2 6 5 1 4 - Odd
3 7 2 6 5 4 1 - Even
3 7 4 1 2 5 6 - Odd
3 7 4 1 2 6 5 - Even
3 7 4 1 5 2 6 - Even
3 7 4 1 5 6 2 - Odd
3 7 4 1 6 2 5 - Odd
3 7 4 1 6 5 2 - Even
3 7 4 2 1 5 6 - Even
3 7 4 2 1 6 5 - Odd
3 7 4 2 5 1 6 - Odd
3 7 4 2 5 6 1 - Even
3 7 4 2 6 1 5 - Even
3 7 4 2 6 5 1 - Odd
3 7 4 5 1 2 6 - Odd
3 7 4 5 1 6 2 - Even
3 7 4 5 2 1 6 - Even
3 7 4 5 2 6 1 - Odd
3 7 4 5 6 1 2 - Odd
3 7 4 5 6 2 1 - Even
3 7 4 6 1 2 5 - Even
3 7 4 6 1 5 2 - Odd
3 7 4 6 2 1 5 - Odd
3 7 4 6 2 5 1 - Even
3 7 4 6 5 1 2 - Even
3 7 4 6 5 2 1 - Odd
3 7 5 1 2 4 6 - Even
3 7 5 1 2 6 4 - Odd
3 7 5 1 4 2 6 - Odd
3 7 5 1 4 6 2 - Even
3 7 5 1 6 2 4 - Even
3 7 5 1 6 4 2 - Odd
3 7 5 2 1 4 6 - Odd
3 7 5 2 1 6 4 - Even
3 7 5 2 4 1 6 - Even
3 7 5 2 4 6 1 - Odd
3 7 5 2 6 1 4 - Odd
3 7 5 2 6 4 1 - Even
3 7 5 4 1 2 6 - Even
3 7 5 4 1 6 2 - Odd
3 7 5 4 2 1 6 - Odd
3 7 5 4 2 6 1 - Even
3 7 5 4 6 1 2 - Even
3 7 5 4 6 2 1 - Odd
3 7 5 6 1 2 4 - Odd
3 7 5 6 1 4 2 - Even
3 7 5 6 2 1 4 - Even
3 7 5 6 2 4 1 - Odd
3 7 5 6 4 1 2 - Odd
3 7 5 6 4 2 1 - Even
3 7 6 1 2 4 5 - Odd
3 7 6 1 2 5 4 - Even
3 7 6 1 4 2 5 - Even
3 7 6 1 4 5 2 - Odd
3 7 6 1 5 2 4 - Odd
3 7 6 1 5 4 2 - Even
3 7 6 2 1 4 5 - Even
3 7 6 2 1 5 4 - Odd
3 7 6 2 4 1 5 - Odd
3 7 6 2 4 5 1 - Even
3 7 6 2 5 1 4 - Even
3 7 6 2 5 4 1 - Odd
3 7 6 4 1 2 5 - Odd
3 7 6 4 1 5 2 - Even
3 7 6 4 2 1 5 - Even
3 7 6 4 2 5 1 - Odd
3 7 6 4 5 1 2 - Odd
3 7 6 4 5 2 1 - Even
3 7 6 5 1 2 4 - Even
3 7 6 5 1 4 2 - Odd
3 7 6 5 2 1 4 - Odd
3 7 6 5 2 4 1 - Even
3 7 6 5 4 1 2 - Even
3 7 6 5 4 2 1 - Odd
4 1 2 3 5 6 7 - Odd
4 1 2 3 5 7 6 - Even
4 1 2 3 6 5 7 - Even
4 1 2 3 6 7 5 - Odd
4 1 2 3 7 5 6 - Odd
4 1 2 3 7 6 5 - Even
4 1 2 5 3 6 7 - Even
4 1 2 5 3 7 6 - Odd
4 1 2 5 6 3 7 - Odd
4 1 2 5 6 7 3 - Even
4 1 2 5 7 3 6 - Even
4 1 2 5 7 6 3 - Odd
4 1 2 6 3 5 7 - Odd
4 1 2 6 3 7 5 - Even
4 1 2 6 5 3 7 - Even
4 1 2 6 5 7 3 - Odd
4 1 2 6 7 3 5 - Odd
4 1 2 6 7 5 3 - Even
4 1 2 7 3 5 6 - Even
4 1 2 7 3 6 5 - Odd
4 1 2 7 5 3 6 - Odd
4 1 2 7 5 6 3 - Even
4 1 2 7 6 3 5 - Even
4 1 2 7 6 5 3 - Odd
4 1 3 2 5 6 7 - Even
4 1 3 2 5 7 6 - Odd
4 1 3 2 6 5 7 - Odd
4 1 3 2 6 7 5 - Even
4 1 3 2 7 5 6 - Even
4 1 3 2 7 6 5 - Odd
4 1 3 5 2 6 7 - Odd
4 1 3 5 2 7 6 - Even
4 1 3 5 6 2 7 - Even
4 1 3 5 6 7 2 - Odd
4 1 3 5 7 2 6 - Odd
4 1 3 5 7 6 2 - Even
4 1 3 6 2 5 7 - Even
4 1 3 6 2 7 5 - Odd
4 1 3 6 5 2 7 - Odd
4 1 3 6 5 7 2 - Even
4 1 3 6 7 2 5 - Even
4 1 3 6 7 5 2 - Odd
4 1 3 7 2 5 6 - Odd
4 1 3 7 2 6 5 - Even
4 1 3 7 5 2 6 - Even
4 1 3 7 5 6 2 - Odd
4 1 3 7 6 2 5 - Odd
4 1 3 7 6 5 2 - Even
4 1 5 2 3 6 7 - Odd
4 1 5 2 3 7 6 - Even
4 1 5 2 6 3 7 - Even
4 1 5 2 6 7 3 - Odd
4 1 5 2 7 3 6 - Odd
4 1 5 2 7 6 3 - Even
4 1 5 3 2 6 7 - Even
4 1 5 3 2 7 6 - Odd
4 1 5 3 6 2 7 - Odd
4 1 5 3 6 7 2 - Even
4 1 5 3 7 2 6 - Even
4 1 5 3 7 6 2 - Odd
4 1 5 6 2 3 7 - Odd
4 1 5 6 2 7 3 - Even
4 1 5 6 3 2 7 - Even
4 1 5 6 3 7 2 - Odd
4 1 5 6 7 2 3 - Odd
4 1 5 6 7 3 2 - Even
4 1 5 7 2 3 6 - Even
4 1 5 7 2 6 3 - Odd
4 1 5 7 3 2 6 - Odd
4 1 5 7 3 6 2 - Even
4 1 5 7 6 2 3 - Even
4 1 5 7 6 3 2 - Odd
4 1 6 2 3 5 7 - Even
4 1 6 2 3 7 5 - Odd
4 1 6 2 5 3 7 - Odd
4 1 6 2 5 7 3 - Even
4 1 6 2 7 3 5 - Even
4 1 6 2 7 5 3 - Odd
4 1 6 3 2 5 7 - Odd
4 1 6 3 2 7 5 - Even
4 1 6 3 5 2 7 - Even
4 1 6 3 5 7 2 - Odd
4 1 6 3 7 2 5 - Odd
4 1 6 3 7 5 2 - Even
4 1 6 5 2 3 7 - Even
4 1 6 5 2 7 3 - Odd
4 1 6 5 3 2 7 - Odd
4 1 6 5 3 7 2 - Even
4 1 6 5 7 2 3 - Even
4 1 6 5 7 3 2 - Odd
4 1 6 7 2 3 5 - Odd
4 1 6 7 2 5 3 - Even
4 1 6 7 3 2 5 - Even
4 1 6 7 3 5 2 - Odd
4 1 6 7 5 2 3 - Odd
4 1 6 7 5 3 2 - Even
4 1 7 2 3 5 6 - Odd
4 1 7 2 3 6 5 - Even
4 1 7 2 5 3 6 - Even
4 1 7 2 5 6 3 - Odd
4 1 7 2 6 3 5 - Odd
4 1 7 2 6 5 3 - Even
4 1 7 3 2 5 6 - Even
4 1 7 3 2 6 5 - Odd
4 1 7 3 5 2 6 - Odd
